name,year,wine ID,rating,price,winery,ratings_count,country,flavor_1,flavor_1_count,flavor_2,flavor_2_count,flavor_3,flavor_3_count,flavor_4,flavor_4_count,flavor_5,flavor_5_count
Malbec Alta 2018,2018,68824,4.6,64.8807668485974,Angélica Zapata,4958,ar,"('oak',)","(656,)","('black_fruit',)","(502,)","('non_oak',)","(382,)","('spices',)","(371,)","('earth',)","(307,)"
Nicola Catena Parcela Bonarda 2018,2018,5095201,4.6,93.50039400292316,Catena Zapata,2814,ar,"('oak',)","(111,)","('black_fruit',)","(93,)","('spices',)","(80,)","('non_oak',)","(78,)","('red_fruit',)","(59,)"
Malbec Argentino 2018,2018,1869,4.7,133.36602074433912,Catena Zapata,2619,ar,"('oak',)","(754,)","('black_fruit',)","(702,)","('earth',)","(490,)","('non_oak',)","(461,)","('spices',)","(377,)"
Bramare Malbec Lujan de Cuyo 2019,2019,43974,4.5,61.997177210881965,Viña Cobos,1916,ar,"('oak',)","(649,)","('black_fruit',)","(507,)","('non_oak',)","(426,)","('spices',)","(382,)","('earth',)","(330,)"
Gran Enemigo 2016,2016,1235058,4.6,72.99086270467208,El Enemigo,1881,ar,"('oak',)","(298,)","('black_fruit',)","(235,)","('earth',)","(192,)","('spices',)","(186,)","('non_oak',)","(184,)"
Conjuro 2015,2015,1199944,4.4,66.32256166745513,Bressia,1312,ar,"('oak',)","(94,)","('black_fruit',)","(66,)","('earth',)","(47,)","('non_oak',)","(41,)","('spices',)","(39,)"
Inspirado Blend 2014,2014,1683469,4.3,64.15986943916855,Mauricio Lorca,1012,ar,"('oak',)","(31,)","('black_fruit',)","(20,)","('non_oak',)","(17,)","('spices',)","(15,)","('earth',)","(13,)"
Petite Fleur Blend 2010,2010,736033,3.8,99.1594386669397,Monteviejo,840,ar,"('oak',)","(65,)","('black_fruit',)","(46,)","('non_oak',)","(39,)","('earth',)","(34,)","('spices',)","(30,)"
Petite Fleur Blend 2014,2014,736033,3.9,56.691372277485556,Monteviejo,840,ar,"('oak',)","(65,)","('black_fruit',)","(46,)","('non_oak',)","(39,)","('earth',)","(34,)","('spices',)","(30,)"
Terroir Series Ambrosia Malbec 2015,2015,2326395,4.3,78.0371445706741,Trapiche,820,ar,"('black_fruit',)","(200,)","('oak',)","(190,)","('earth',)","(125,)","('non_oak',)","(123,)","('spices',)","(117,)"
Malbec Argentino 2019,2019,1869,4.5,115.34358550861761,Catena Zapata,779,ar,"('oak',)","(754,)","('black_fruit',)","(702,)","('earth',)","(490,)","('non_oak',)","(461,)","('spices',)","(377,)"
Cuvée Especial Blanc De Blancs ,,1225687,3.8,52.985959593021214,Zuccardi,751,ar,"('tree_fruit',)","(21,)","('microbio',)","(17,)","('citrus_fruit',)","(14,)","('earth',)","(12,)","('non_oak',)","(12,)"
Ala Colorada Ancellotta 2014,2014,4447868,4.1,123.27345701233507,Viña Las Perdices,692,ar,"('oak',)","(35,)","('black_fruit',)","(21,)","('non_oak',)","(15,)","('earth',)","(14,)","('red_fruit',)","(13,)"
Punto Final Reserva Malbec 2019,2019,86838,4.0,66.35139756383228,Renacer,669,ar,"('oak',)","(191,)","('black_fruit',)","(146,)","('earth',)","(118,)","('non_oak',)","(100,)","('red_fruit',)","(85,)"
Pinot Noir 2018,2018,1661463,3.5,68.4852538957417,Estancia,563,ar,"('red_fruit',)","(343,)","('oak',)","(243,)","('black_fruit',)","(145,)","('earth',)","(144,)","('non_oak',)","(124,)"
Petite Fleur Blend 2012,2012,736033,3.8,74.98053955469574,Monteviejo,553,ar,"('oak',)","(65,)","('black_fruit',)","(46,)","('non_oak',)","(39,)","('earth',)","(34,)","('spices',)","(30,)"
Chañar Punco 2014,2014,2445451,4.2,117.45105699534194,El Esteco,529,ar,"('oak',)","(63,)","('black_fruit',)","(49,)","('earth',)","(46,)","('non_oak',)","(31,)","('spices',)","(28,)"
La Piramide Vineyard Cabernet Sauvignon 2016,2016,4710553,4.4,55.86954923073666,D.V. Catena,528,ar,"('oak',)","(29,)","('non_oak',)","(21,)","('spices',)","(20,)","('black_fruit',)","(19,)","('earth',)","(17,)"
Petite Fleur Blend 2013,2013,736033,3.9,65.1979617087461,Monteviejo,489,ar,"('oak',)","(65,)","('black_fruit',)","(46,)","('non_oak',)","(39,)","('earth',)","(34,)","('spices',)","(30,)"
Gran Enemigo Single Vineyard Agrelo Cabernet Franc 2017,2017,2926759,4.6,72.99086270467208,El Enemigo,451,ar,"('oak',)","(126,)","('black_fruit',)","(102,)","('earth',)","(100,)","('non_oak',)","(82,)","('spices',)","(66,)"
Vinculum Malbec 2018,2018,9885443,4.5,97.3211502728961,Viña Cobos,441,ar,"('oak',)","(6,)","('red_fruit',)","(5,)","('non_oak',)","(5,)","('black_fruit',)","(4,)","('spices',)","(2,)"
Malbec Concreto 2020,2020,3887435,4.1,51.18371606944907,Zuccardi,431,ar,"('black_fruit',)","(261,)","('earth',)","(219,)","('oak',)","(191,)","('red_fruit',)","(119,)","('spices',)","(97,)"
Petite Fleur Malbec 2013,2013,1679537,3.8,65.1979617087461,Monteviejo,406,ar,"('oak',)","(41,)","('red_fruit',)","(26,)","('black_fruit',)","(25,)","('earth',)","(20,)","('non_oak',)","(15,)"
Malbec 2018,2018,2017619,4.2,133.36602074433912,Bodega Noemìa,389,ar,"('oak',)","(172,)","('black_fruit',)","(123,)","('earth',)","(116,)","('non_oak',)","(96,)","('spices',)","(89,)"
Petite Fleur Malbec 2012,2012,1679537,3.8,74.98053955469574,Monteviejo,382,ar,"('oak',)","(41,)","('red_fruit',)","(26,)","('black_fruit',)","(25,)","('earth',)","(20,)","('non_oak',)","(15,)"
Special Cuvée Brut Aÿ Champagne N.V.,N.V.,18929,4.3,63.15373790747742,Bollinger,56243,pt,"('tree_fruit',)","(2799,)","('non_oak',)","(2391,)","('microbio',)","(2141,)","('oak',)","(1929,)","('citrus_fruit',)","(1891,)"
Grand Brut Champagne N.V.,N.V.,79160,4.2,54.03297906034134,Perrier-Jouët,39617,pt,"('tree_fruit',)","(1739,)","('citrus_fruit',)","(1459,)","('non_oak',)","(1291,)","('microbio',)","(1228,)","('oak',)","(973,)"
Brut Cuvée Champagne Rosé N.V.,N.V.,8305,4.4,88.69186267945845,Laurent-Perrier,35525,pt,"('red_fruit',)","(1473,)","('microbio',)","(715,)","('non_oak',)","(704,)","('citrus_fruit',)","(700,)","('oak',)","(547,)"
Brut Réserve Champagne N.V.,N.V.,15615,4.2,50.294470214207536,Billecart-Salmon,27354,pt,"('tree_fruit',)","(1500,)","('non_oak',)","(1136,)","('citrus_fruit',)","(1098,)","('microbio',)","(1002,)","('oak',)","(880,)"
Brut (R de Ruinart) Champagne N.V.,N.V.,1382045,4.3,62.14143390356451,Ruinart,22081,pt,"('tree_fruit',)","(750,)","('non_oak',)","(683,)","('microbio',)","(587,)","('oak',)","(574,)","('citrus_fruit',)","(513,)"
Brut Rosé Champagne N.V.,N.V.,1211816,4.4,79.2804422866444,Billecart-Salmon,21461,pt,"('red_fruit',)","(1316,)","('citrus_fruit',)","(761,)","('microbio',)","(683,)","('non_oak',)","(602,)","('tree_fruit',)","(601,)"
Rosé Brut Champagne N.V.,N.V.,1152435,4.3,89.20302608737487,Bollinger,12133,pt,"('red_fruit',)","(688,)","('non_oak',)","(431,)","('microbio',)","(356,)","('oak',)","(339,)","('citrus_fruit',)","(294,)"
Pinot Noir Brut Nature Champagne N.V.,N.V.,11951,4.1,62.642574499561,Drappier,10451,pt,"('tree_fruit',)","(366,)","('citrus_fruit',)","(291,)","('non_oak',)","(276,)","('microbio',)","(240,)","('oak',)","(234,)"
Brut Champagne N.V.,N.V.,1163819,4.1,56.709069842962585,Champagne Barons de Rothschild,9538,pt,"('tree_fruit',)","(475,)","('non_oak',)","(425,)","('microbio',)","(409,)","('citrus_fruit',)","(370,)","('oak',)","(332,)"
Blason Rosé Brut Champagne N.V.,N.V.,1987886,4.2,74.66994880347671,Perrier-Jouët,8704,pt,"('red_fruit',)","(291,)","('citrus_fruit',)","(159,)","('microbio',)","(142,)","('non_oak',)","(140,)","('tree_fruit',)","(138,)"
Prestige Rosé Brut Champagne N.V.,N.V.,1141133,4.1,57.14005075551956,Taittinger,8024,pt,"('red_fruit',)","(646,)","('citrus_fruit',)","(235,)","('non_oak',)","(220,)","('microbio',)","(200,)","('oak',)","(196,)"
Rosé Sauvage Brut Champagne N.V.,N.V.,1212618,3.9,55.12546555961368,Piper-Heidsieck,7110,pt,"('red_fruit',)","(344,)","('citrus_fruit',)","(197,)","('non_oak',)","(172,)","('oak',)","(151,)","('microbio',)","(139,)"
Collection 242 Champagne N.V.,N.V.,9767137,4.2,59.134590327585585,Louis Roederer,5149,pt,"('tree_fruit',)","(448,)","('non_oak',)","(404,)","('oak',)","(367,)","('citrus_fruit',)","(360,)","('microbio',)","(311,)"
Blanc de Blancs Champagne ,,1197043,4.0,81.80619089046671,Palmer & Co.,4482,pt,"('tree_fruit',)","(218,)","('citrus_fruit',)","(215,)","('non_oak',)","(147,)","('microbio',)","(142,)","('earth',)","(123,)"
Bramare Malbec Lujan de Cuyo 2016,2016,43974,4.4,136.41047023024404,Viña Cobos,3791,pt,"('oak',)","(649,)","('black_fruit',)","(507,)","('non_oak',)","(426,)","('spices',)","(382,)","('earth',)","(330,)"
Brut Sous Bois Champagne N.V.,N.V.,1364886,4.3,78.58886826416925,Billecart-Salmon,3398,pt,"('oak',)","(305,)","('microbio',)","(247,)","('non_oak',)","(246,)","('citrus_fruit',)","(179,)","('tree_fruit',)","(156,)"
Brut Millésimé Champagne 2008,2008,1657892,4.3,59.635730923582074,Laurent-Perrier,3277,pt,"('non_oak',)","(500,)","('citrus_fruit',)","(479,)","('tree_fruit',)","(449,)","('microbio',)","(416,)","('oak',)","(402,)"
30 Year Old Tawny Port N.V.,N.V.,1488696,4.5,105.23952515926248,W. & J. Graham's,3203,pt,"('oak',)","(233,)","('non_oak',)","(225,)","('earth',)","(126,)","('dried_fruit',)","(121,)","('microbio',)","(100,)"
Le Serre Nuove 2019,2019,22448,4.4,50.013831480449504,Ornellaia,3200,pt,"('oak',)","(1606,)","('black_fruit',)","(1332,)","('earth',)","(1212,)","('non_oak',)","(1029,)","('spices',)","(850,)"
(Cordon Rouge) Le Rosé Brut Champagne N.V.,N.V.,1663142,3.9,53.83252282194274,G.H. Mumm,3085,pt,"('red_fruit',)","(137,)","('citrus_fruit',)","(77,)","('microbio',)","(62,)","('non_oak',)","(54,)","('oak',)","(44,)"
Rosé de Saignée Brut Champagne N.V.,N.V.,5850054,4.0,63.64485569155398,Drappier,3083,pt,"('red_fruit',)","(182,)","('microbio',)","(88,)","('non_oak',)","(77,)","('citrus_fruit',)","(74,)","('earth',)","(60,)"
Ribera del Duero 2017,2017,77171,4.6,65.09816341994379,Alión,2884,pt,"('oak',)","(1902,)","('non_oak',)","(1345,)","('black_fruit',)","(1337,)","('earth',)","(1239,)","('spices',)","(1018,)"
Grand Blanc de Blancs Brut Champagne N.V.,N.V.,1202950,4.1,61.13915271157153,Gosset,2787,pt,"('citrus_fruit',)","(128,)","('tree_fruit',)","(120,)","('microbio',)","(94,)","('non_oak',)","(89,)","('earth',)","(81,)"
Bin 389 Cabernet - Shiraz 2018,2018,24056,4.3,61.69040736716767,Penfolds,2618,pt,"('oak',)","(2191,)","('black_fruit',)","(1812,)","('spices',)","(1329,)","('non_oak',)","(1205,)","('earth',)","(1090,)"
Extra Brut Extra Old Champagne N.V.,N.V.,5445749,4.3,72.06401770429497,Veuve Clicquot,2594,pt,"('citrus_fruit',)","(141,)","('tree_fruit',)","(136,)","('non_oak',)","(131,)","('oak',)","(120,)","('microbio',)","(102,)"
Vintage Brut Champagne 2012,2012,1141123,4.4,71.66310522749778,Veuve Clicquot,2591,pt,"('non_oak',)","(504,)","('tree_fruit',)","(470,)","('microbio',)","(451,)","('citrus_fruit',)","(451,)","('oak',)","(422,)"
Blanc de Blancs Brut Champagne N.V.,N.V.,5807620,4.2,75.1710893994732,Perrier-Jouët,2507,pt,"('citrus_fruit',)","(134,)","('tree_fruit',)","(111,)","('non_oak',)","(87,)","('microbio',)","(81,)","('oak',)","(74,)"
Rosé Champagne N.V.,N.V.,1598877,4.2,77.66676956753571,Champagne Barons de Rothschild,2270,pt,"('red_fruit',)","(92,)","('microbio',)","(60,)","('non_oak',)","(58,)","('citrus_fruit',)","(57,)","('tree_fruit',)","(39,)"
Península de Setúbal Palácio da Bacalhôa Tinto 2014,2014,18529,4.4,50.77556518636416,Bacalhôa,1834,pt,"('oak',)","(50,)","('black_fruit',)","(30,)","('non_oak',)","(29,)","('earth',)","(24,)","('spices',)","(20,)"
Haut-Médoc 2005,2005,1161268,4.2,73.61755355188409,Château Sociando-Mallet,1584,pt,"('oak',)","(1170,)","('earth',)","(1049,)","('black_fruit',)","(921,)","('non_oak',)","(784,)","('spices',)","(486,)"
Mumm de Cramant Blanc de Blancs Brut Champagne N.V.,N.V.,1317710,4.2,109.24864992723438,G.H. Mumm,1574,pt,"('citrus_fruit',)","(61,)","('microbio',)","(59,)","('non_oak',)","(57,)","('tree_fruit',)","(52,)","('oak',)","(43,)"
Royale Réservé Rosé Brut Champagne N.V.,N.V.,2727641,4.1,56.17786081120631,Philipponnat,1517,pt,"('red_fruit',)","(92,)","('non_oak',)","(59,)","('microbio',)","(58,)","('citrus_fruit',)","(58,)","('oak',)","(47,)"
Blanc de Blancs Brut Champagne N.V.,N.V.,2744699,4.2,72.73554610293027,Champagne Barons de Rothschild,1489,pt,"('citrus_fruit',)","(100,)","('non_oak',)","(87,)","('microbio',)","(68,)","('oak',)","(65,)","('tree_fruit',)","(65,)"
Moulis-en-Médoc 2016,2016,79266,4.0,55.49630960065108,Château Chasse-Spleen,1471,pt,"('oak',)","(1000,)","('black_fruit',)","(926,)","('earth',)","(779,)","('non_oak',)","(614,)","('red_fruit',)","(399,)"
Roda I Reserva Rioja 2016,2016,1383553,4.4,60.367396193736944,Bodegas Roda,1389,pt,"('oak',)","(962,)","('black_fruit',)","(715,)","('non_oak',)","(658,)","('earth',)","(611,)","('spices',)","(521,)"
20 Year Old Tawny Port N.V.,N.V.,81321,4.3,87.6996042993854,Quinta do Noval,1375,pt,"('non_oak',)","(101,)","('oak',)","(93,)","('dried_fruit',)","(64,)","('microbio',)","(56,)","('earth',)","(41,)"
Aconcagua Valley 2010,2010,25474,4.5,135.30796091905177,Sena,1340,pt,"('oak',)","(811,)","('black_fruit',)","(745,)","('non_oak',)","(571,)","('earth',)","(550,)","('spices',)","(437,)"
30 Year Old Tawny Port N.V.,N.V.,1238441,4.5,137.31252330303772,Taylor's,1195,pt,"('oak',)","(117,)","('non_oak',)","(112,)","('dried_fruit',)","(55,)","('earth',)","(43,)","('microbio',)","(39,)"
Aconcagua Valley 2011,2011,25474,4.5,135.30796091905177,Sena,1159,pt,"('oak',)","(811,)","('black_fruit',)","(745,)","('non_oak',)","(571,)","('earth',)","(550,)","('spices',)","(437,)"
20 Years Old Tawny Port N.V.,N.V.,1190334,4.3,54.02295624842141,Kopke,1104,pt,"('oak',)","(89,)","('non_oak',)","(86,)","('dried_fruit',)","(60,)","('microbio',)","(53,)","('earth',)","(46,)"
30 Year Old Tawny Port N.V.,N.V.,1408699,4.5,95.21671323933272,Ramos Pinto,1035,pt,"('oak',)","(74,)","('non_oak',)","(71,)","('dried_fruit',)","(39,)","('microbio',)","(39,)","('earth',)","(37,)"
Aconcagua Valley 2016,2016,25474,4.5,135.30796091905177,Sena,1026,pt,"('oak',)","(811,)","('black_fruit',)","(745,)","('non_oak',)","(571,)","('earth',)","(550,)","('spices',)","(437,)"
Colheita Port 1999,1999,76372,4.2,58.03208101639331,Kopke,1019,pt,"('non_oak',)","(613,)","('oak',)","(602,)","('dried_fruit',)","(428,)","('earth',)","(280,)","('microbio',)","(230,)"
Le Petit Clos 2017,2017,5498086,4.3,56.32820299000525,Clos Apalta,992,pt,"('oak',)","(444,)","('black_fruit',)","(398,)","('earth',)","(321,)","('non_oak',)","(317,)","('spices',)","(259,)"
Brut Champagne (Vintage) 2014,2014,5810903,4.3,83.65038828373378,Louis Roederer,985,pt,"('tree_fruit',)","(428,)","('non_oak',)","(398,)","('citrus_fruit',)","(362,)","('oak',)","(353,)","('microbio',)","(335,)"
Aconcagua Valley 2009,2009,25474,4.5,147.03465086536957,Sena,973,pt,"('oak',)","(811,)","('black_fruit',)","(745,)","('non_oak',)","(571,)","('earth',)","(550,)","('spices',)","(437,)"
Aconcagua Valley 2014,2014,25474,4.4,129.2942737670939,Sena,937,pt,"('oak',)","(811,)","('black_fruit',)","(745,)","('non_oak',)","(571,)","('earth',)","(550,)","('spices',)","(437,)"
Pessac-Léognan Blanc (Grand Cru Classé de Graves) 2013,2013,78014,4.0,50.96599861284283,Château Carbonnieux,934,pt,"('citrus_fruit',)","(680,)","('oak',)","(551,)","('tree_fruit',)","(525,)","('earth',)","(487,)","('microbio',)","(347,)"
Mendoza 2017,2017,1926899,4.5,93.46272115334502,Cheval des Andes,861,pt,"('oak',)","(654,)","('black_fruit',)","(554,)","('earth',)","(459,)","('non_oak',)","(425,)","('spices',)","(342,)"
Blanc de Blancs Brut Nature N.V.,N.V.,7281016,4.3,114.33021557063877,Laurent-Perrier,843,pt,"('citrus_fruit',)","(52,)","('tree_fruit',)","(36,)","('non_oak',)","(35,)","('microbio',)","(34,)","('oak',)","(30,)"
Toscana 2013,2013,1101590,4.2,52.09857635979489,Caiarossa,779,pt,"('oak',)","(379,)","('earth',)","(296,)","('black_fruit',)","(293,)","('non_oak',)","(242,)","('red_fruit',)","(192,)"
Ritz Champagne Brut Reserve N.V.,N.V.,5643580,4.2,54.24345811065986,Champagne Barons de Rothschild,761,pt,"('tree_fruit',)","(47,)","('non_oak',)","(40,)","('microbio',)","(36,)","('oak',)","(35,)","('citrus_fruit',)","(28,)"
Chante-Alouette Hermitage Blanc 2017,2017,20647,4.4,64.3264069021092,M. Chapoutier,731,pt,"('earth',)","(381,)","('tree_fruit',)","(314,)","('oak',)","(281,)","('microbio',)","(271,)","('non_oak',)","(222,)"
Colheita Port 1985,1985,76372,4.2,83.18933893541701,Kopke,712,pt,"('non_oak',)","(613,)","('oak',)","(602,)","('dried_fruit',)","(428,)","('earth',)","(280,)","('microbio',)","(230,)"
Barbera d'Alba Vigna Francia 2015,2015,82201,4.3,87.19846370338891,Giacomo Conterno,685,pt,"('earth',)","(211,)","('oak',)","(189,)","('red_fruit',)","(143,)","('black_fruit',)","(129,)","('non_oak',)","(114,)"
Aconcagua Valley 2017,2017,25474,4.4,135.30796091905177,Sena,636,pt,"('oak',)","(811,)","('black_fruit',)","(745,)","('non_oak',)","(571,)","('earth',)","(550,)","('spices',)","(437,)"
Colheita Port 1978,1978,76372,4.5,129.2942737670939,Kopke,634,pt,"('non_oak',)","(613,)","('oak',)","(602,)","('dried_fruit',)","(428,)","('earth',)","(280,)","('microbio',)","(230,)"
Aconcagua Valley 2018,2018,25474,4.5,135.30796091905177,Sena,633,pt,"('oak',)","(811,)","('black_fruit',)","(745,)","('non_oak',)","(571,)","('earth',)","(550,)","('spices',)","(437,)"
Saint-Julien (Grand Cru Classé) 1998,1998,1115658,4.3,98.53426398482947,Château Léoville Poyferré,628,pt,"('oak',)","(1947,)","('earth',)","(1610,)","('black_fruit',)","(1597,)","('non_oak',)","(1379,)","('spices',)","(702,)"
Grand Vintage Brut Champagne 2013,2013,19923,4.3,62.04120578436522,Moët & Chandon,626,pt,"('non_oak',)","(738,)","('tree_fruit',)","(645,)","('oak',)","(641,)","('microbio',)","(634,)","('citrus_fruit',)","(515,)"
Esporão Private Selection Branco 2014,2014,1105367,4.1,60.03664340037926,Esporão,610,pt,"('oak',)","(145,)","('microbio',)","(97,)","('tree_fruit',)","(87,)","('earth',)","(80,)","('non_oak',)","(78,)"
Barbera d'Alba Vigna Francia 2014,2014,82201,4.2,94.91602888173483,Giacomo Conterno,609,pt,"('earth',)","(211,)","('oak',)","(189,)","('red_fruit',)","(143,)","('black_fruit',)","(129,)","('non_oak',)","(114,)"
Porto Tawny 40 Years Old N.V.,N.V.,76398,4.3,97.22127562331868,Cálem,600,pt,"('oak',)","(18,)","('non_oak',)","(12,)","('earth',)","(9,)","('spices',)","(6,)","('dried_fruit',)","(4,)"
30 Year Old Tawny Port N.V.,N.V.,2039337,4.4,68.15512105552237,Burmester,582,pt,"('oak',)","(16,)","('earth',)","(12,)","('dried_fruit',)","(11,)","('non_oak',)","(11,)","('microbio',)","(5,)"
Saint-Émilion Grand Cru 2015,2015,1166787,4.2,56.07763269200701,Château Lassègue,544,pt,"('earth',)","(366,)","('oak',)","(350,)","('black_fruit',)","(313,)","('non_oak',)","(247,)","('red_fruit',)","(188,)"
30 Years Old Tawny Port N.V.,N.V.,2029311,4.5,95.21671323933272,Dow's,542,pt,"('non_oak',)","(54,)","('oak',)","(46,)","('dried_fruit',)","(27,)","('earth',)","(20,)","('spices',)","(17,)"
Stonewell Shiraz 2013,2013,2050,4.2,58.89404284150727,Peter Lehmann,527,pt,"('oak',)","(300,)","('black_fruit',)","(279,)","('spices',)","(218,)","('earth',)","(181,)","('non_oak',)","(168,)"
Vintage Port 2011,2011,69744,4.5,99.71695579138118,Taylor's,513,pt,"('oak',)","(457,)","('non_oak',)","(379,)","('black_fruit',)","(379,)","('dried_fruit',)","(305,)","('spices',)","(207,)"
Hermitage La Chapelle Rouge 2011,2011,10922,4.2,142.9252979781984,Paul Jaboulet Aîné,504,pt,"('earth',)","(936,)","('oak',)","(870,)","('black_fruit',)","(698,)","('non_oak',)","(548,)","('spices',)","(478,)"
30 Years Old Tawny Port N.V.,N.V.,2117087,4.3,95.21671323933272,Kopke,503,pt,"('oak',)","(29,)","('non_oak',)","(28,)","('dried_fruit',)","(23,)","('earth',)","(23,)","('microbio',)","(11,)"
40 Year Old Tawny Porto N.V.,N.V.,1462828,4.6,120.17351491995782,Royal Oporto,497,pt,"('non_oak',)","(15,)","('oak',)","(12,)","('earth',)","(9,)","('vegetal',)","(6,)","('microbio',)","(6,)"
Blanc de Blancs Brut Champagne (Vintage) 2014,2014,74300,4.2,99.86729797018013,Louis Roederer,494,pt,"('tree_fruit',)","(238,)","('citrus_fruit',)","(228,)","('non_oak',)","(200,)","('microbio',)","(200,)","('oak',)","(180,)"
Incógnito 2013,2013,8039,4.5,80.18249535943808,Cortes de Cima,488,pt,"('oak',)","(77,)","('non_oak',)","(57,)","('black_fruit',)","(56,)","('spices',)","(50,)","('earth',)","(42,)"
Douro Batuta Tinto 2012,2012,8967,4.3,68.15512105552237,Niepoort,475,pt,"('oak',)","(123,)","('black_fruit',)","(89,)","('earth',)","(73,)","('non_oak',)","(65,)","('red_fruit',)","(59,)"
Vintage Port 2009,2009,69744,4.3,107.74522813924492,Taylor's,464,pt,"('oak',)","(457,)","('non_oak',)","(379,)","('black_fruit',)","(379,)","('dried_fruit',)","(305,)","('spices',)","(207,)"
Principal Grande Reserva Bairrada 2008,2008,1548080,4.3,113.2577746952063,Colinas de São Lourenço,462,pt,"('oak',)","(43,)","('earth',)","(27,)","('black_fruit',)","(26,)","('non_oak',)","(24,)","('red_fruit',)","(22,)"
Flor de Pingus 2019,2019,79814,4.5,115.26233707919224,Dominio de Pingus,448,pt,"('oak',)","(806,)","('black_fruit',)","(590,)","('non_oak',)","(583,)","('earth',)","(526,)","('spices',)","(446,)"
Tordiz 40 Year Old Tawny Port N.V.,N.V.,76388,4.6,99.22583800730463,Burmester,443,pt,"('oak',)","(14,)","('non_oak',)","(12,)","('dried_fruit',)","(8,)","('earth',)","(8,)","('microbio',)","(7,)"
Colheita Port 1998,1998,76378,4.0,60.13687151957856,Burmester,434,pt,"('oak',)","(198,)","('non_oak',)","(193,)","('dried_fruit',)","(133,)","('earth',)","(81,)","('spices',)","(63,)"
Hermitage Monier de la Sizeranne 2014,2014,20648,4.2,79.8517425660804,M. Chapoutier,427,pt,"('earth',)","(413,)","('oak',)","(408,)","('black_fruit',)","(363,)","('spices',)","(284,)","('non_oak',)","(283,)"
Sauternes Barsac (Premier Grand Cru Classé) 2014,2014,2677769,4.3,63.42435382931552,Château Coutet,415,pt,"('earth',)","(824,)","('tree_fruit',)","(675,)","('citrus_fruit',)","(430,)","('oak',)","(411,)","('non_oak',)","(361,)"
Vintage Port 1985,1985,1136082,4.3,61.13915271157153,Cálem,404,pt,"('oak',)","(59,)","('black_fruit',)","(48,)","('dried_fruit',)","(41,)","('non_oak',)","(38,)","('earth',)","(32,)"
Porto 30 Years Old Tawny N.V.,N.V.,1216287,4.4,119.27146184716415,Niepoort,404,pt,"('oak',)","(14,)","('non_oak',)","(13,)","('earth',)","(11,)","('microbio',)","(10,)","('dried_fruit',)","(8,)"
Guimaraens Vintage Port 1995,1995,33324,4.2,74.66994880347671,Fonseca,392,pt,"('oak',)","(223,)","('black_fruit',)","(202,)","('dried_fruit',)","(170,)","('non_oak',)","(167,)","('earth',)","(95,)"
Sauternes Barsac (Premier Grand Cru Classé) 2016,2016,2677769,4.2,60.928673661253015,Château Coutet,383,pt,"('earth',)","(824,)","('tree_fruit',)","(675,)","('citrus_fruit',)","(430,)","('oak',)","(411,)","('non_oak',)","(361,)"
Vintage Rosé Brut Champagne 2012,2012,79852,4.4,82.08682962422473,Veuve Clicquot,380,pt,"('red_fruit',)","(289,)","('citrus_fruit',)","(170,)","('earth',)","(136,)","('microbio',)","(134,)","('non_oak',)","(132,)"
Colheita Port 2000,2000,76372,4.1,55.02523744041439,Kopke,378,pt,"('non_oak',)","(613,)","('oak',)","(602,)","('dried_fruit',)","(428,)","('earth',)","(280,)","('microbio',)","(230,)"
Colheita Port 1981,1981,76372,4.5,120.27374303915713,Kopke,372,pt,"('non_oak',)","(613,)","('oak',)","(602,)","('dried_fruit',)","(428,)","('earth',)","(280,)","('microbio',)","(230,)"
Pessac-Léognan Blanc (Grand Cru Classé de Graves) 2008,2008,78014,3.9,50.96599861284283,Château Carbonnieux,368,pt,"('citrus_fruit',)","(680,)","('oak',)","(551,)","('tree_fruit',)","(525,)","('earth',)","(487,)","('microbio',)","(347,)"
Côte-Rôtie Les Bécasses  2016,2016,20637,4.2,64.3264069021092,M. Chapoutier,367,pt,"('oak',)","(167,)","('black_fruit',)","(154,)","('earth',)","(138,)","('spices',)","(133,)","('non_oak',)","(115,)"
Boa-Vista Reserva 2016,2016,4925607,4.4,65.68950932321965,Quinta da Boavista,363,pt,"('oak',)","(38,)","('black_fruit',)","(25,)","('earth',)","(20,)","('spices',)","(17,)","('non_oak',)","(15,)"
Vintage Extra Brut Celebris Champagne 2007,2007,16534,4.3,120.27374303915713,Gosset,357,pt,"('tree_fruit',)","(123,)","('microbio',)","(116,)","('non_oak',)","(112,)","('earth',)","(104,)","('citrus_fruit',)","(93,)"
Rosé Réserve Champagne N.V.,N.V.,4131601,3.8,56.709069842962585,Palmer & Co.,334,pt,"('red_fruit',)","(32,)","('non_oak',)","(19,)","('citrus_fruit',)","(18,)","('oak',)","(17,)","('microbio',)","(12,)"
Colheita Port 1979,1979,76372,4.6,127.28971138310796,Kopke,330,pt,"('non_oak',)","(613,)","('oak',)","(602,)","('dried_fruit',)","(428,)","('earth',)","(280,)","('microbio',)","(230,)"
40 Years Old Tawny Port N.V.,N.V.,5790892,4.4,149.33989760695343,Kopke,329,pt,"('oak',)","(24,)","('non_oak',)","(22,)","('dried_fruit',)","(19,)","('earth',)","(15,)","('microbio',)","(10,)"
Bin 407 Cabernet Sauvignon 2019,2019,1241,4.2,74.77017692267601,Penfolds,329,pt,"('black_fruit',)","(833,)","('oak',)","(799,)","('spices',)","(540,)","('non_oak',)","(401,)","('earth',)","(398,)"
